0.0021637,0.00073932,0.00109,0.0019479,0.00326,0.0049936,0.0070972,0.009501,0.012122,0.014872,0.01766,0.020402,0.023024,0.025459,0.027656,0.029577,0.031194,0.032494,0.033472,0.034132,0.034488,0.034556,0.03436,0.033924,0.033276,0.032444,0.031457,0.03034,0.029121,0.027824,0.026471,0.025084,0.023679,0.022274,0.020882,0.019515,0.018182,0.016892,0.015651,0.014464,0.013334,0.012263,0.011254,0.010305,0.009417,0.0085886,0.0078184,0.0071045,0.0064446,0.0058363,0.005277,0.004764,0.0042945,0.0038657,0.0034749,0.0031196,0.0027969,0.0025046,0.0022401,0.0020012,0.0017858,0.0015918,0.0014175,0.0012609,0.0011205,0.00099483,0.00088241,0.00078198,0.00069238,0.00061252,0.00054143,0.0004782,0.00042202,0.00037216,0.00032794,0.00028877,0.0002541,0.00022344,0.00019634,0.00017242,0.00015132,0.00013271,0.00011633,0.0001019,8.9216e-05,7.8064e-05,6.8268e-05,5.9669e-05,5.2126e-05,4.5513e-05,3.9718e-05,3.4644e-05,3.0204e-05,2.632e-05,2.2925e-05,1.9959e-05,1.7369e-05,1.5108e-05,1.3136e-05,1.1417e-05,9.9183e-06
0.0021649,0.00074233,0.001094,0.0019517,0.0032629,0.0049955,0.0070983,0.0095015,0.012122,0.014872,0.01766,0.020402,0.023023,0.025458,0.027656,0.029576,0.031194,0.032493,0.033471,0.034132,0.034487,0.034556,0.034359,0.033924,0.033276,0.032444,0.031456,0.030339,0.02912,0.027823,0.026471,0.025083,0.023679,0.022274,0.020882,0.019514,0.018182,0.016892,0.015651,0.014464,0.013334,0.012263,0.011253,0.010305,0.0094168,0.0085884,0.0078183,0.0071044,0.0064445,0.0058362,0.0052769,0.0047639,0.0042944,0.0038656,0.0034749,0.0031195,0.0027969,0.0025045,0.00224,0.0020011,0.0017857,0.0015918,0.0014174,0.0012609,0.0011205,0.00099481,0.00088239,0.00078197,0.00069237,0.00061251,0.00054142,0.00047819,0.00042201,0.00037215,0.00032794,0.00028877,0.0002541,0.00022343,0.00019634,0.00017242,0.00015132,0.00013271,0.00011633,0.0001019,8.9214e-05,7.8063e-05,6.8267e-05,5.9668e-05,5.2125e-05,4.5512e-05,3.9717e-05,3.4644e-05,3.0203e-05,2.632e-05,2.2925e-05,1.9959e-05,1.7368e-05,1.5108e-05,1.3136e-05,1.1416e-05,9.9181e-06
0.0021666,0.00074676,0.0011001,0.0019576,0.0032677,0.0049987,0.0071003,0.0095026,0.012123,0.014872,0.017659,0.020402,0.023023,0.025458,0.027655,0.029575,0.031193,0.032492,0.03347,0.034131,0.034486,0.034555,0.034358,0.033922,0.033275,0.032443,0.031455,0.030339,0.02912,0.027823,0.02647,0.025083,0.023678,0.022273,0.020881,0.019514,0.018181,0.016891,0.01565,0.014463,0.013333,0.012263,0.011253,0.010304,0.0094165,0.0085882,0.007818,0.0071042,0.0064443,0.005836,0.0052768,0.0047637,0.0042942,0.0038655,0.0034748,0.0031194,0.0027968,0.0025044,0.0022399,0.0020011,0.0017857,0.0015917,0.0014174,0.0012608,0.0011205,0.00099478,0.00088236,0.00078194,0.00069234,0.00061249,0.0005414,0.00047817,0.000422,0.00037214,0.00032793,0.00028876,0.00025409,0.00022343,0.00019633,0.00017241,0.00015131,0.00013271,0.00011632,0.0001019,8.9212e-05,7.806e-05,6.8265e-05,5.9666e-05,5.2123e-05,4.551e-05,3.9716e-05,3.4642e-05,3.0202e-05,2.6319e-05,2.2924e-05,1.9958e-05,1.7368e-05,1.5107e-05,1.3135e-05,1.1416e-05,9.9178e-06
0.0021692,0.0007536,0.0011096,0.0019673,0.0032758,0.0050048,0.0071043,0.009505,0.012124,0.014872,0.017659,0.020401,0.023022,0.025456,0.027653,0.029574,0.031191,0.03249,0.033468,0.034129,0.034484,0.034553,0.034356,0.033921,0.033273,0.032441,0.031453,0.030337,0.029118,0.027821,0.026469,0.025081,0.023677,0.022272,0.02088,0.019513,0.01818,0.01689,0.01565,0.014462,0.013333,0.012262,0.011252,0.010304,0.0094159,0.0085877,0.0078176,0.0071038,0.0064439,0.0058357,0.0052765,0.0047635,0.004294,0.0038653,0.0034746,0.0031192,0.0027966,0.0025043,0.0022398,0.002001,0.0017856,0.0015917,0.0014173,0.0012608,0.0011204,0.00099472,0.00088231,0.0007819,0.00069231,0.00061246,0.00054137,0.00047814,0.00042197,0.00037212,0.00032791,0.00028874,0.00025407,0.00022341,0.00019632,0.0001724,0.0001513,0.0001327,0.00011632,0.00010189,8.9206e-05,7.8056e-05,6.8261e-05,5.9663e-05,5.212e-05,4.5508e-05,3.9714e-05,3.4641e-05,3.0201e-05,2.6317e-05,2.2923e-05,1.9957e-05,1.7367e-05,1.5107e-05,1.3135e-05,1.1415e-05,9.9172e-06
0.0021735,0.00076491,0.0011257,0.0019845,0.0032913,0.0050172,0.0071136,0.0095115,0.012128,0.014874,0.01766,0.020401,0.023021,0.025455,0.027651,0.029571,0.031188,0.032487,0.033464,0.034125,0.03448,0.034549,0.034352,0.033917,0.033269,0.032437,0.03145,0.030333,0.029114,0.027818,0.026465,0.025078,0.023674,0.022269,0.020877,0.01951,0.018178,0.016888,0.015648,0.014461,0.013331,0.012261,0.011251,0.010303,0.0094148,0.0085867,0.0078167,0.0071029,0.0064432,0.005835,0.0052758,0.0047629,0.0042935,0.0038648,0.0034742,0.0031188,0.0027963,0.002504,0.0022396,0.0020007,0.0017854,0.0015915,0.0014171,0.0012606,0.0011203,0.0009946,0.00088221,0.00078181,0.00069222,0.00061238,0.0005413,0.00047809,0.00042192,0.00037207,0.00032787,0.00028871,0.00025404,0.00022339,0.0001963,0.00017238,0.00015128,0.00013268,0.0001163,0.00010188,8.9196e-05,7.8046e-05,6.8253e-05,5.9656e-05,5.2114e-05,4.5502e-05,3.9709e-05,3.4636e-05,3.0197e-05,2.6314e-05,2.292e-05,1.9954e-05,1.7365e-05,1.5105e-05,1.3133e-05,1.1414e-05,9.916e-06
0.0021811,0.0007853,0.0011555,0.0020183,0.0033242,0.0050463,0.0071377,0.0095306,0.012143,0.014884,0.017667,0.020404,0.023021,0.025453,0.027648,0.029566,0.031182,0.03248,0.033457,0.034116,0.034471,0.034539,0.034343,0.033907,0.03326,0.032428,0.03144,0.030324,0.029106,0.02781,0.026458,0.025071,0.023667,0.022263,0.020871,0.019505,0.018173,0.016883,0.015643,0.014456,0.013327,0.012257,0.011248,0.0103,0.009412,0.0085841,0.0078143,0.0071008,0.0064413,0.0058333,0.0052743,0.0047615,0.0042922,0.0038637,0.0034731,0.0031179,0.0027954,0.0025032,0.0022389,0.0020001,0.0017848,0.001591,0.0014167,0.0012602,0.0011199,0.0009943,0.00088194,0.00078157,0.00069202,0.0006122,0.00054114,0.00047795,0.0004218,0.00037196,0.00032777,0.00028862,0.00025397,0.00022332,0.00019624,0.00017233,0.00015124,0.00013265,0.00011627,0.00010185,8.9169e-05,7.8023e-05,6.8232e-05,5.9638e-05,5.2099e-05,4.5489e-05,3.9697e-05,3.4626e-05,3.0188e-05,2.6306e-05,2.2913e-05,1.9948e-05,1.736e-05,1.51e-05,1.3129e-05,1.1411e-05,9.9131e-06
0.0021963,0.00082667,0.0012181,0.0020938,0.0034044,0.0051248,0.0072103,0.0095947,0.012197,0.014929,0.017701,0.020429,0.023038,0.025462,0.027649,0.029561,0.031172,0.032465,0.033438,0.034095,0.034448,0.034514,0.034316,0.03388,0.033232,0.0324,0.031413,0.030297,0.029079,0.027784,0.026433,0.025047,0.023644,0.022241,0.020851,0.019486,0.018155,0.016867,0.015628,0.014442,0.013314,0.012245,0.011237,0.010289,0.0094026,0.0085755,0.0078065,0.0070937,0.0064348,0.0058274,0.0052689,0.0047567,0.0042879,0.0038597,0.0034696,0.0031148,0.0027926,0.0025007,0.0022366,0.0019981,0.001783,0.0015894,0.0014153,0.001259,0.0011188,0.00099329,0.00088105,0.00078078,0.00069131,0.00061158,0.00054059,0.00047746,0.00042137,0.00037158,0.00032744,0.00028833,0.00025371,0.00022309,0.00019604,0.00017216,0.00015108,0.00013251,0.00011615,0.00010175,8.9078e-05,7.7944e-05,6.8163e-05,5.9577e-05,5.2045e-05,4.5442e-05,3.9657e-05,3.4591e-05,3.0157e-05,2.6279e-05,2.289e-05,1.9928e-05,1.7342e-05,1.5085e-05,1.3116e-05,1.1399e-05,9.9029e-06
0.0022298,0.00092667,0.0013744,0.0022953,0.0036375,0.0053756,0.0074657,0.0098438,0.012431,0.015141,0.017887,0.020586,0.023164,0.025557,0.027715,0.029599,0.031184,0.032454,0.033406,0.034045,0.034382,0.034436,0.034228,0.033783,0.033129,0.032294,0.031304,0.030188,0.02897,0.027676,0.026328,0.024945,0.023546,0.022147,0.020762,0.019401,0.018075,0.016792,0.015557,0.014377,0.013253,0.012188,0.011184,0.010241,0.0093585,0.008535,0.0077695,0.0070599,0.006404,0.0057994,0.0052436,0.0047337,0.0042671,0.003841,0.0034527,0.0030996,0.002779,0.0024884,0.0022256,0.0019883,0.0017742,0.0015815,0.0014083,0.0012527,0.0011133,0.00098836,0.00087667,0.00077689,0.00068787,0.00060853,0.00053789,0.00047507,0.00041926,0.00036973,0.0003258,0.00028688,0.00025244,0.00022197,0.00019506,0.00017129,0.00015033,0.00013184,0.00011556,0.00010123,8.863e-05,7.7551e-05,6.782e-05,5.9277e-05,5.1783e-05,4.5213e-05,3.9457e-05,3.4416e-05,3.0005e-05,2.6147e-05,2.2774e-05,1.9827e-05,1.7254e-05,1.5009e-05,1.305e-05,1.1341e-05,9.8528e-06
0.00231,0.001249,0.0018906,0.0029973,0.0045058,0.006379,0.0085653,0.010997,0.013596,0.016279,0.018964,0.021574,0.024042,0.02631,0.028334,0.030081,0.031528,0.032666,0.033493,0.034016,0.034249,0.03421,0.033921,0.033408,0.032698,0.031817,0.030793,0.029652,0.028419,0.027117,0.025768,0.02439,0.023001,0.021615,0.020247,0.018906,0.017602,0.016342,0.015132,0.013976,0.012877,0.011837,0.010857,0.009937,0.0090768,0.0082751,0.0075302,0.0068402,0.0062028,0.0056156,0.0050759,0.0045811,0.0041285,0.0037154,0.003339,0.0029969,0.0026863,0.002405,0.0021506,0.0019209,0.0017139,0.0015275,0.0013599,0.0012095,0.0010747,0.00095402,0.0008461,0.00074971,0.00066372,0.0005871,0.0005189,0.00045825,0.00040437,0.00035656,0.00031417,0.00027661,0.00024338,0.00021399,0.00018803,0.00016511,0.00014489,0.00012706,0.00011137,9.7551e-05,8.54e-05,7.472e-05,6.534e-05,5.7106e-05,4.9884e-05,4.3552e-05,3.8005e-05,3.3149e-05,2.8898e-05,2.5181e-05,2.1932e-05,1.9093e-05,1.6615e-05,1.4452e-05,1.2565e-05,1.092e-05,9.4861e-06
0.0025228,0.0030185,0.004736,0.0069013,0.0093983,0.012126,0.014984,0.017875,0.020707,0.023402,0.025894,0.02813,0.030073,0.031697,0.032989,0.033948,0.034581,0.034902,0.03493,0.034691,0.034211,0.033519,0.032643,0.031614,0.030458,0.029203,0.027873,0.026491,0.025078,0.023651,0.022227,0.020819,0.019439,0.018096,0.016799,0.015552,0.014362,0.01323,0.012159,0.01115,0.010203,0.0093178,0.0084927,0.0077264,0.0070167,0.0063613,0.0057576,0.005203,0.0046946,0.0042298,0.0038055,0.0034192,0.003068,0.0027495,0.002461,0.0022001,0.0019646,0.0017524,0.0015615,0.0013899,0.0012359,0.0010979,0.00097438,0.00086396,0.00076537,0.00067744,0.0005991,0.00052939,0.00046742,0.00041238,0.00036355,0.00032026,0.00028193,0.00024801,0.00021802,0.00019153,0.00016815,0.00014753,0.00012936,0.00011336,9.9278e-05,8.6897e-05,7.6017e-05,6.6462e-05,5.8078e-05,5.0724e-05,4.4279e-05,3.8634e-05,3.3691e-05,2.9367e-05,2.5586e-05,2.2281e-05,1.9394e-05,1.6874e-05,1.4675e-05,1.2757e-05,1.1086e-05,9.6289e-06,8.3602e-06,7.2559e-06,6.295e-06
